id,user_id,category_id,amount,description,date,created_at
001b3a1e-eb95-4660-9f7e-5368bf82465f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,78,Electricity,2025-12-07,2026-03-23 12:36:40.550609+00
01c8937f-9067-47ed-8de1-68bb6aeecf0b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,265,Dinner,2026-01-29,2026-03-24 15:40:06.105203+00
01d1f95a-8bea-46fa-9ae4-19cd4c8c7c67,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-27,2026-03-24 15:48:59.062415+00
0481e8f8-6751-411a-bbaa-205da4f20314,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-30,2026-03-24 15:48:21.825061+00
04821bda-4f1e-45ca-9769-74cd7a9b042f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-28,2026-03-24 15:47:18.801908+00
04a4ae19-fa28-42f1-8ab1-bdb9df652890,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-26,2026-03-24 15:48:59.062415+00
04cc14bc-f278-4697-adcd-fb4e532964bc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,44,Auto,2025-10-15,2026-03-24 15:39:33.088394+00
05539214-c6b5-4be0-9114-48d7c22a4250,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,47,Auto,2025-12-02,2026-03-24 15:39:33.088394+00
07256a67-bc57-47df-9be4-9ea1812b4a76,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,111,Lunch,2025-11-29,2026-03-24 15:40:06.105203+00
07d292f4-2bc6-433a-822f-34a3823a9d5e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,70,Snacks,2025-12-07,2026-03-24 15:31:22.708467+00
08bdd688-1c97-4f30-a546-d16db95a5fcb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-12,2026-03-24 15:47:18.801908+00
0929c324-e3fd-4477-b5bf-0c14ee8a5c80,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,216,Lunch,2026-02-23,2026-03-24 15:40:06.105203+00
0b09822a-1d98-41d2-bb9b-bc07ea9dbba2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-13,2026-03-24 15:48:59.062415+00
0ba1db2b-4ea5-48d6-bef8-13f03203be80,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,194,Lunch,2025-11-21,2026-03-24 15:40:06.105203+00
0bf71819-41fb-498d-9542-83b296a9da23,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-15,2026-03-24 15:46:45.906116+00
0defb4d7-a76c-4f75-8639-4d40024933b6,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-10,2026-03-24 15:48:21.825061+00
0e3a2ef6-2721-480a-b9f3-b38d30655e51,8fda9f64-eb6d-4edf-96f2-0e92076e1607,3e320471-accc-4b94-b4e6-1a2d853d51a1,15.99,Netflix,2025-10-06,2026-03-23 12:36:40.550609+00
0e747764-f994-448a-98d5-876245a28612,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,9.2,Snacks,2025-11-15,2026-03-23 12:36:40.550609+00
0f0b90d8-6009-4035-9a52-15c129b2200d,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,103,Dinner,2026-01-01,2026-03-24 15:40:06.105203+00
110046f3-0669-4f0d-89e8-55ea05dd35ee,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-18,2026-03-24 15:46:45.906116+00
1169e35d-2fd9-4837-b107-a97c8adcf445,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,279,Lunch,2025-10-09,2026-03-24 15:40:06.105203+00
11f8f7c7-a496-47c9-9c11-be060f091674,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,153,Lunch,2025-12-29,2026-03-24 15:40:06.105203+00
1259437f-a966-4d7a-b1dc-0c50acd0272c,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-08,2026-03-24 15:48:46.615497+00
12fe5ee9-1520-43a9-8ca9-afe6758c65a3,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-17,2026-03-24 15:47:43.914809+00
1302fe33-8acf-43d1-8ae5-c525aed6604e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,57,Auto,2025-10-08,2026-03-24 15:39:33.088394+00
14dfd3b1-69df-4870-b228-810bb61c86cd,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-19,2026-03-24 15:48:46.615497+00
1561b0fb-46d9-46aa-a2b6-4cb2b5270935,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,11,Snacks,2026-02-15,2026-03-23 12:36:40.550609+00
1565ebec-dc4b-40cb-980c-42e281b38e23,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-15,2026-03-24 15:48:59.062415+00
15be67bb-dbee-49b2-babf-e6a63e785be9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,171,Lunch,2025-10-23,2026-03-24 15:40:06.105203+00
16008396-9299-40de-bbdf-038a8afadfdb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-22,2026-03-24 15:47:43.914809+00
1683372c-66ad-467f-b726-b6c5a056e3a6,8fda9f64-eb6d-4edf-96f2-0e92076e1607,3e320471-accc-4b94-b4e6-1a2d853d51a1,120,Concert,2026-02-06,2026-03-23 12:36:40.550609+00
182c2e64-a405-47a9-a1fd-653cdf4c966e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,113225e0-523b-4f3c-af5e-3b1bfc17b202,850,Amazon,2025-11-04,2026-03-24 15:31:22.708467+00
184b8a87-4b84-47c0-9a27-8d1b4f0d1936,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,110.23,Groceries,2025-10-02,2026-03-23 12:36:40.550609+00
18632f69-dc91-47cd-8a3a-13eb6561d91f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,52,Auto,2025-11-01,2026-03-24 15:39:33.088394+00
1876d841-82e4-4b7e-9767-a3a997532ebb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-11,2026-03-24 15:48:21.825061+00
1ab358d8-ced5-44c4-989c-b8e552871f35,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,40,Bus,2025-10-03,2026-03-24 15:31:22.708467+00
1b2bb934-d05a-4cc2-8f77-c8eeb977d8a2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,3e320471-accc-4b94-b4e6-1a2d853d51a1,22,Movie,2025-12-05,2026-03-23 12:36:40.550609+00
1b511b4a-3f63-4324-8327-55f5f8233eda,8fda9f64-eb6d-4edf-96f2-0e92076e1607,a4615ed1-a622-4ba1-9527-99a2f99ece5b,75,Gift,2025-11-22,2026-03-23 12:36:40.550609+00
1be449e3-d3b1-449b-95db-5f140757eb0c,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,180,Taxi,2025-12-03,2026-03-24 15:31:22.708467+00
1bef8ee4-ee0c-4b60-a7ec-c50a773e5c7a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,252,Lunch,2025-11-15,2026-03-24 15:40:06.105203+00
1bf0dc06-b278-4e85-9a65-ef3044efbfb2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,60,Internet,2026-03-09,2026-03-23 12:36:40.550609+00
1ce63fa1-d566-4bc1-8c85-05a15e76b9ce,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,59,Auto,2025-11-28,2026-03-24 15:39:33.088394+00
1d5a22d0-b1b0-4d26-92ee-b18577632b57,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-12,2026-03-24 15:48:21.825061+00
1db7a934-3237-4546-9960-c75cf0934636,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,54,Auto,2026-01-06,2026-03-24 15:39:33.088394+00
1df892bd-518b-417a-80ff-a345d701542a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,18.9,Lunch,2025-11-04,2026-03-23 12:36:40.550609+00
1f2da6ac-ee39-48e7-a9c6-b5612b16f0b9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,133,Lunch,2026-01-13,2026-03-24 15:40:06.105203+00
21c1677e-74be-44e0-8dbc-cb85ba307c43,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-14,2026-03-24 15:48:46.615497+00
22560bed-e3ac-4cbe-a87e-afde96ca472f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,167,Lunch,2026-02-18,2026-03-24 15:40:06.105203+00
23702f51-34b0-4389-9c7c-1a6ae4fafe6d,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,80,Breakfast,2026-01-01,2026-03-24 15:31:22.708467+00
23f5f5e4-5e41-475c-9b15-d7110f8b406a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,3e320471-accc-4b94-b4e6-1a2d853d51a1,300,Movie,2025-12-06,2026-03-24 15:31:22.708467+00
243e5239-450d-4950-afd5-0903cdd359ef,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,179,Lunch,2026-01-03,2026-03-24 15:40:06.105203+00
247f348b-39d4-4a3d-a357-838db0b7ae8e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-15,2026-03-24 15:47:43.914809+00
249f402b-e2f2-4646-b717-f76ff2392596,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,44,Auto,2025-11-14,2026-03-24 15:39:33.088394+00
2582a4b2-d704-43ac-bb28-ff2735bb6e64,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,141,Lunch,2025-10-22,2026-03-24 15:40:06.105203+00
25b29dc5-7287-4772-8cdc-d99deb90d8f4,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-16,2026-03-24 15:47:43.914809+00
26053ccd-9d66-4655-ae44-4578784b5103,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,267,Lunch,2025-12-23,2026-03-24 15:40:06.105203+00
26b125eb-9594-474d-b1bd-14bc54192c16,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,41,Auto,2025-11-06,2026-03-24 15:39:33.088394+00
27672af5-96cc-4594-a2ed-01d4f13a1ca1,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-25,2026-03-24 15:47:18.801908+00
27a27a8f-4a07-42a6-9c50-523f5c07c8dc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,41,Auto,2026-01-10,2026-03-24 15:39:33.088394+00
284ca9ae-e989-418a-aea9-0d05852299ea,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,109,Dinner,2026-01-06,2026-03-24 15:40:06.105203+00
29749e1f-f076-4159-81fc-0d36efce212e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-21,2026-03-24 15:48:46.615497+00
2a262307-22e7-41a3-8e5e-c27f6d4d9399,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,56,Auto,2025-12-03,2026-03-24 15:39:33.088394+00
2ae7383f-391c-4c7e-8141-7e6919d71c14,8fda9f64-eb6d-4edf-96f2-0e92076e1607,113225e0-523b-4f3c-af5e-3b1bfc17b202,210,Shopping,2026-03-12,2026-03-23 12:36:40.550609+00
2b8e5952-b1b7-48cd-8bcb-8683cde3d688,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,111,Lunch,2025-12-31,2026-03-24 15:40:06.105203+00
2bb7b573-beef-499c-8454-9c534344a695,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,51,Auto,2025-10-07,2026-03-24 15:39:33.088394+00
2be211ae-f331-4fac-a983-b38ec524a5e5,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-05,2026-03-24 15:48:59.062415+00
2c16241e-4e26-48dc-af91-11d190deebae,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-28,2026-03-24 15:47:43.914809+00
2d847774-5b4e-4812-a7fa-d42c3a719550,8fda9f64-eb6d-4edf-96f2-0e92076e1607,113225e0-523b-4f3c-af5e-3b1bfc17b202,145.2,Clothes,2025-10-10,2026-03-23 12:36:40.550609+00
2eaf6f05-d16e-49bc-ab08-ea1a2d0f7671,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-28,2026-03-24 15:48:21.825061+00
2f82edb8-f0c0-495e-9ce8-600daba89dd2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,125.6,Groceries,2025-11-01,2026-03-23 12:36:40.550609+00
303f3176-9299-48ea-bca1-d71ce7da697a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,52,Auto,2025-10-22,2026-03-24 15:39:33.088394+00
30e45199-da82-49f3-a3b2-f7008f446c8d,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,32.8,Dinner,2025-10-22,2026-03-23 12:36:40.550609+00
3103cdfe-288a-4f06-a15e-ca0b69efff67,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-25,2026-03-24 15:48:59.062415+00
3134cdc8-d6c9-4c81-a446-4d8c008e2404,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,153,Lunch,2026-01-26,2026-03-24 15:40:06.105203+00
31ad6fe3-6015-44ef-bc90-7dcf1d7afef8,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,44,Auto,2025-11-23,2026-03-24 15:39:33.088394+00
31e2b8b8-140a-4485-a4b2-6aa426d2a047,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-04,2026-03-24 15:48:46.615497+00
32608d34-d16c-4979-8899-b7054be09bdf,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-12-05,2026-03-24 15:39:33.088394+00
328c18bd-3d95-461a-81b9-ad2fe751d6d2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-04,2026-03-24 15:48:21.825061+00
3308790d-29be-40e2-8acd-dce7b10e5cdc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,186,Dinner,2025-10-16,2026-03-24 15:40:06.105203+00
33c3f839-bc5d-43a2-aaee-91699037f073,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,40,Auto,2025-12-13,2026-03-24 15:39:33.088394+00
33e95b86-64a3-4c94-8967-0b6a5a5d79d7,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,273,Dinner,2025-11-04,2026-03-24 15:40:06.105203+00
353ee1d8-4957-4ea8-be23-c5f27e79c097,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-10,2026-03-24 15:46:45.906116+00
36639a06-b7ee-466c-b36e-acb211f9d7e6,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-29,2026-03-24 15:48:59.062415+00
36df98e2-f4f2-423c-a19d-7bf97045b564,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,50,Auto,2025-12-16,2026-03-24 15:39:33.088394+00
371bea45-e204-4558-bcc3-ee0fa6b35b37,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,118,Dinner,2025-10-27,2026-03-24 15:40:06.105203+00
37c26d95-199f-422c-95e3-f2f65ce065ff,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,114,Lunch,2026-02-13,2026-03-24 15:40:06.105203+00
37d02eb9-90be-43b3-80f6-4dc72635b87c,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,84,Lunch,2026-01-17,2026-03-24 15:40:06.105203+00
387b052f-1182-4844-93d4-d43c665fccf8,8fda9f64-eb6d-4edf-96f2-0e92076e1607,113225e0-523b-4f3c-af5e-3b1bfc17b202,560,Groceries,2025-10-04,2026-03-24 15:31:22.708467+00
38894208-d2f8-4409-8fe2-38f25f820746,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,38.5,Uber,2025-10-03,2026-03-23 12:36:40.550609+00
39403ea2-7e81-437b-9910-b2fcb3467cc4,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-12-01,2026-03-24 15:39:33.088394+00
39ddce58-8473-4d70-b6ab-30353c04f44e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,a4615ed1-a622-4ba1-9527-99a2f99ece5b,220,Misc Expense,2025-12-08,2026-03-24 15:31:22.708467+00
39fd94b7-46a8-4d3a-9839-06918c3a3c60,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,45,Auto,2025-12-26,2026-03-24 15:39:33.088394+00
3ac0f4bf-9f9d-41b3-a6b0-6484703d15f4,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-26,2026-03-24 15:46:45.906116+00
3b4924fb-0058-4132-8563-5cdc5399bc8b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,277,Lunch,2025-12-10,2026-03-24 15:40:06.105203+00
3b905d14-ebd1-4004-bffa-35ed9c0d46e3,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-24,2026-03-24 15:48:59.062415+00
3bad476b-9fd9-4a6f-a7de-66a30c934cbe,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-11-17,2026-03-24 15:39:33.088394+00
3beba644-9c6f-4756-beec-084cad061082,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-17,2026-03-24 15:46:45.906116+00
3c32105b-2a48-4c88-b418-c8a10ec02acf,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-10-25,2026-03-24 15:39:33.088394+00
3c67a7e2-0675-4244-a362-76630778cfe9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,a4615ed1-a622-4ba1-9527-99a2f99ece5b,25,Misc purchase,2025-10-18,2026-03-23 12:36:40.550609+00
3cc2f163-5648-4ce9-a5df-ab8679d14766,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,42,Auto,2025-11-26,2026-03-24 15:39:33.088394+00
3ccb8d26-e98a-4b7d-9b37-7dc50b90c953,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-11-15,2026-03-24 15:39:33.088394+00
3d1869fc-6e59-4ee3-ae03-9b4dd379b661,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-26,2026-03-24 15:47:18.801908+00
3dcbd9cd-f2ab-40f4-9a13-4bec7da0a624,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,50,Auto,2025-12-23,2026-03-24 15:39:33.088394+00
3dfc889a-8261-4482-822c-c8808c80b752,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-26,2026-03-24 15:48:46.615497+00
3e40809e-12b1-4917-b3e4-8b08c2eb3803,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,92,Lunch,2026-02-11,2026-03-24 15:40:06.105203+00
3e40a4a1-bab6-401a-8885-704e9d000a27,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-23,2026-03-24 15:47:43.914809+00
3e6d2dc4-f224-44ca-9761-7d880f040b6e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,57,Auto,2025-10-29,2026-03-24 15:39:33.088394+00
404bb940-0d33-4f43-ac63-a0af1bb8e5cb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,48,Auto,2026-01-02,2026-03-24 15:39:33.088394+00
42a075f6-3b89-4767-82b1-e62ff04834ef,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-27,2026-03-24 15:46:45.906116+00
438a2627-5f86-40e2-a97d-ed5b10878822,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,120,Cab,2026-01-01,2026-03-24 15:31:22.708467+00
43e7bdc6-bbac-48aa-8296-628e82a49735,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-12,2026-03-24 15:46:45.906116+00
4424998e-b9bf-4e64-9d4b-ebd8f6a6da63,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-05,2026-03-24 15:47:18.801908+00
