id,user_id,category_id,amount,description,date,created_at
44fb6c6e-63f2-46fc-978d-66988361326a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-03,2026-03-24 15:46:45.906116+00
45153ab2-f02e-4de4-b8e1-ba94359cee97,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,54,Auto,2025-10-21,2026-03-24 15:39:33.088394+00
459679d3-195a-4955-aab6-6bda29818d9b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,52,Auto,2025-11-11,2026-03-24 15:39:33.088394+00
45de3468-bb66-4fed-8cc2-0a240bc22349,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-09,2026-03-24 15:48:46.615497+00
45f071d7-e869-4e86-b74c-1b4f1cac5dc9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,48,Auto,2025-10-06,2026-03-24 15:39:33.088394+00
467b211f-2a06-481e-9e79-5bb6dc933293,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-13,2026-03-24 15:48:21.825061+00
46d229c2-36bb-4675-a025-bf48eb6dfe8a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,165,Dinner,2025-12-28,2026-03-24 15:40:06.105203+00
476f076a-7c5a-425b-a01e-9ab9d576afcc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,175.2,Groceries,2026-03-02,2026-03-23 12:36:40.550609+00
4791f8fd-e742-4c09-b358-6238688c997b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,40,Dinner,2025-11-25,2026-03-23 12:36:40.550609+00
496f9609-fa01-46c5-9559-d8cc30fe8408,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-13,2026-03-24 15:47:18.801908+00
4997bc0c-9a15-4051-854b-6e5a5e70f0cc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,145,Dinner,2025-10-25,2026-03-24 15:40:06.105203+00
4a4bd06b-12fe-4592-90b2-01523099abc8,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,47,Auto,2025-10-20,2026-03-24 15:39:33.088394+00
4b2face0-d36e-4ce9-b570-da692a2d9529,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,45,Dinner,2025-12-23,2026-03-23 12:36:40.550609+00
4bd73f8f-555c-4e47-b7b9-693829b24927,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-13,2026-03-24 15:46:45.906116+00
4bfd6070-078c-4b59-bec1-2e303e18a787,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,42,Auto,2025-11-03,2026-03-24 15:39:33.088394+00
4c4bc48d-226d-498d-b441-338655166c4c,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,194,Dinner,2025-11-06,2026-03-24 15:40:06.105203+00
4c9356d0-a3fa-4056-bb3f-275c7b8ab39f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-25,2026-03-24 15:48:46.615497+00
4d88e5dd-f803-4f22-8642-a13b60660b69,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,227,Dinner,2026-01-16,2026-03-24 15:40:06.105203+00
4e0267bb-0199-4ef4-9621-daddfa46c24e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,254,Dinner,2025-12-22,2026-03-24 15:40:06.105203+00
4e200aca-2fa8-4ac5-93ae-4d451251e59c,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-13,2026-03-24 15:47:43.914809+00
4e9984ef-4f66-4c57-8e7c-31577f598da9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-14,2026-03-24 15:47:43.914809+00
4f3e459c-1f27-4c45-a367-8c7e4014eec4,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,30,Bus,2026-03-18,2026-03-23 12:36:40.550609+00
4ffc1743-4bcd-4705-9b6d-06467bd1d68f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-03,2026-03-24 15:47:18.801908+00
50787709-3881-480e-bbc0-04e333f72c77,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-22,2026-03-24 15:48:59.062415+00
50f07593-f8bf-4099-8a3b-49bdd3d4a714,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-11-27,2026-03-24 15:39:33.088394+00
51734cd2-f8d1-4072-b3c1-1fd25013b46e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,50,Metro,2026-01-03,2026-03-23 12:36:40.550609+00
525d05b0-9851-4803-91d7-ce0d4f043a94,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,187,Lunch,2025-11-12,2026-03-24 15:40:06.105203+00
525fcbd5-bfe7-44f2-b81d-2171e66c2e9f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,8000,Rent,2026-03-01,2026-03-24 15:35:20.377834+00
5340c539-b304-434a-8d5b-49bd29bffb99,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-27,2026-03-24 15:47:18.801908+00
5378b6b9-2e88-4fd9-bc47-2db7f7633601,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,57,Auto,2025-11-25,2026-03-24 15:39:33.088394+00
53d90ba1-d963-487b-9368-f356eb32134b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-12-18,2026-03-24 15:39:33.088394+00
556a03ea-551e-4073-b603-26e74985f360,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-10-27,2026-03-24 15:39:33.088394+00
57de4967-6b7f-4a20-ba70-8ee69dba7073,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,9,Coffee,2026-03-15,2026-03-23 12:36:40.550609+00
586a1568-aa29-4fd1-aea4-668a6efb4016,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,210,Lunch,2026-01-28,2026-03-24 15:40:06.105203+00
59ef6b3d-b223-40e6-a856-b77a6014438b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-09,2026-03-24 15:47:18.801908+00
5a4fa5ed-1c59-4881-82e4-e17bd35d879d,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,250,Dinner,2026-01-19,2026-03-24 15:40:06.105203+00
5b592832-ba53-4146-8d0b-dc16b438233a,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-25,2026-03-24 15:46:45.906116+00
5ba93c6d-b614-49fd-8df0-8e5dc7800df4,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-25,2026-03-24 15:47:43.914809+00
5c5d830b-6ec2-40c8-b758-62b3b12b8d50,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-11-09,2026-03-24 15:39:33.088394+00
5c6e6bb0-de3b-4862-b22f-f8cee4c8004e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-07,2026-03-24 15:46:45.906116+00
5e7c514c-4221-427a-b8a9-8b296add64fc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-30,2026-03-24 15:47:43.914809+00
5e8de4ce-2206-4e61-9729-9ef19fa93318,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-16,2026-03-24 15:48:46.615497+00
5eaccfa7-9103-44f4-8790-d99d6814d9af,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-24,2026-03-24 15:46:45.906116+00
5efb4dd2-0d9e-4d2d-91c0-7d42fec0b0cb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,8000,Rent,2025-10-01,2026-03-24 15:35:20.377834+00
5f745338-f5f3-44df-888b-8773584bfc57,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,51,Auto,2025-11-07,2026-03-24 15:39:33.088394+00
5faabd9c-0b4c-4be4-ab0f-ba1dbf35b340,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,189,Lunch,2026-02-05,2026-03-24 15:40:06.105203+00
606ce17d-8a68-4821-b8a9-38474212ae21,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-19,2026-03-24 15:46:45.906116+00
61bfee24-7c0c-4a08-a407-73de51b7a4dc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-07,2026-03-24 15:47:43.914809+00
62e46c9a-ef78-49dc-9e3a-22a69c456291,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,62,Taxi,2026-01-18,2026-03-23 12:36:40.550609+00
630f8f86-5e8f-4c92-8816-2cd7a29a0e07,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-10-08,2026-03-24 15:46:45.906116+00
63468a6d-f50f-4a90-a64d-eb5df9490aeb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,3e320471-accc-4b94-b4e6-1a2d853d51a1,2000,New Year Party,2025-12-31,2026-03-24 15:31:22.708467+00
63e5af6c-e492-4a34-92bd-7c9bb9ec2fc8,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,56,Auto,2025-11-08,2026-03-24 15:39:33.088394+00
6436f513-d407-412e-bec5-cb22bf8f49de,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,125,Lunch,2025-10-19,2026-03-24 15:40:06.105203+00
645bd244-91bc-4aa4-881f-c50fe38caf54,8fda9f64-eb6d-4edf-96f2-0e92076e1607,a4615ed1-a622-4ba1-9527-99a2f99ece5b,150,Impulse Buy,2025-11-07,2026-03-24 15:31:22.708467+00
647ec03d-3e43-4077-9965-dac43efa3a1c,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,82.1,Electricity Bill,2025-10-08,2026-03-23 12:36:40.550609+00
65ae106c-c4d3-46ea-b656-0c6357ecf9d3,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-02-15,2026-03-24 15:48:46.615497+00
665fc5dc-06e5-427c-a672-a49608097df4,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-05,2026-03-24 15:48:21.825061+00
66a6bd06-792b-4ddc-9206-22f5ad88eb6f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,165.75,Groceries,2026-02-01,2026-03-23 12:36:40.550609+00
68bc933d-e2d2-47af-a4dd-4d3dd7cac43f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-26,2026-03-24 15:48:21.825061+00
69093610-0567-44bc-8b7c-7baee93ef4d5,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,51,Auto,2025-10-19,2026-03-24 15:39:33.088394+00
6a1734fe-8e34-416b-8185-68a29943f35e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,273,Lunch,2026-01-18,2026-03-24 15:40:06.105203+00
6a35437f-88a3-476c-a7b7-b11e8a3a5f6e,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,162,Lunch,2025-12-20,2026-03-24 15:40:06.105203+00
6aad1524-a414-4594-b87b-54354996fa65,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,263,Lunch,2025-10-07,2026-03-24 15:40:06.105203+00
6b506eb0-1a76-4837-b2c1-a9ef9e31a7de,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,253,Lunch,2026-02-02,2026-03-24 15:40:06.105203+00
6b5de505-a4ed-4a8b-b716-c1b2c1c9c606,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-06,2026-03-24 15:48:21.825061+00
6ba06324-3876-41b6-adf2-a9f00d7abadc,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,158,Lunch,2026-02-14,2026-03-24 15:40:06.105203+00
6c2042ba-27b2-4b81-92ac-072aa5747952,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,124,Lunch,2025-11-05,2026-03-24 15:40:06.105203+00
6c38d74f-81f8-4ebe-94b4-ecc9e2b9c34f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,44,Auto,2025-10-04,2026-03-24 15:39:33.088394+00
6cc8c212-cbe0-4ba8-93fe-a1afbd285ac2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,155.3,Groceries,2026-01-02,2026-03-23 12:36:40.550609+00
6ccfc568-c39f-4763-aa69-99e54d693e45,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,94,Dinner,2025-12-02,2026-03-24 15:40:06.105203+00
6cda8346-d652-4590-8516-748cfdde4682,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,8.4,Coffee,2025-10-12,2026-03-23 12:36:40.550609+00
6d2c2c9e-b5b3-47f0-a3e2-f865e36f2dbf,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-29,2026-03-24 15:48:21.825061+00
6d479c27-6795-460a-ac70-4150d37b3244,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-08,2026-03-24 15:48:59.062415+00
6d60d8d1-6134-40d5-a0f2-11b3ad64f75f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,213,Lunch,2025-12-13,2026-03-24 15:40:06.105203+00
6dcb9019-eafd-4971-868c-e986e9c671dd,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,8000,Rent,2026-02-01,2026-03-24 15:35:20.377834+00
6de5a880-66f5-477b-9b43-c921dbf64919,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,53,Auto,2026-01-04,2026-03-24 15:39:33.088394+00
6e041f48-5897-495c-b174-efc6c9bc0e21,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,54,Auto,2025-12-27,2026-03-24 15:39:33.088394+00
6e05fd78-859e-4bd2-aaa2-702ae9742a13,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,60,Auto,2025-11-21,2026-03-24 15:39:33.088394+00
6ee2f6c2-87dd-457d-8f7b-11ca42ccc92d,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,140.9,Groceries,2025-12-02,2026-03-23 12:36:40.550609+00
6fd1ef7e-34da-457a-8435-7b4c180f156f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-10,2026-03-24 15:47:43.914809+00
6fe50fec-d647-4c95-ae1b-969023398e79,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-06,2026-03-24 15:48:59.062415+00
701302e7-423d-4f12-bf39-5bd50aaa03f9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,259,Dinner,2026-01-20,2026-03-24 15:40:06.105203+00
7049d827-1856-4c81-bc6c-4baa9afa4af3,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-21,2026-03-24 15:48:21.825061+00
70b945c8-5265-4aca-85ee-85f7387d1f2b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-27,2026-03-24 15:47:43.914809+00
70d76f03-0aba-45ae-8c4a-adbe2bd39d00,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,52,Auto,2025-11-20,2026-03-24 15:39:33.088394+00
7243b145-e8a6-43bc-b8d1-c0e132b7efbb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-23,2026-03-24 15:47:18.801908+00
72db0d42-9435-40d4-92f8-9fa35edfbbbb,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-18,2026-03-24 15:48:21.825061+00
7479a15f-bd50-421a-9094-41fc1ee3bd6b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,58,Auto,2025-11-10,2026-03-24 15:39:33.088394+00
7494cdc9-abe3-440a-b0bd-41b5f1f6cfb2,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,139,Dinner,2025-11-30,2026-03-24 15:40:06.105203+00
749b6158-b702-4b9d-bc59-0e823938090b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,181,Lunch,2026-01-21,2026-03-24 15:40:06.105203+00
753eb04e-fa9c-4712-8e8d-d5d6a8e368e6,8fda9f64-eb6d-4edf-96f2-0e92076e1607,3e320471-accc-4b94-b4e6-1a2d853d51a1,19.99,Streaming,2026-01-05,2026-03-23 12:36:40.550609+00
75abfba7-bfcd-4b82-ad73-8c4011176708,8fda9f64-eb6d-4edf-96f2-0e92076e1607,f3bccc52-435d-4fec-bb68-8ce687e665eb,8000,Rent,2026-01-01,2026-03-24 15:35:20.377834+00
76d1cdcf-b23b-46ab-8c30-a80c12e3e94f,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-19,2026-03-24 15:48:59.062415+00
782714e0-b9f3-4df9-98ec-0ca72f95aefd,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,161,Lunch,2025-10-14,2026-03-24 15:40:06.105203+00
7832e06d-c80a-478c-8b7d-5196f2fcb634,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-09,2026-03-24 15:47:43.914809+00
784614d7-c4eb-47bd-8017-3c76ab9153f9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,106,Dinner,2025-11-17,2026-03-24 15:40:06.105203+00
787975ba-4c63-499b-96d0-29c688266bc7,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-03-28,2026-03-24 15:48:59.062415+00
78effa92-5816-4bfc-b13d-f65bdc87fe13,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-11-16,2026-03-24 15:47:18.801908+00
7ae0d70f-fb8d-4c70-adff-b491497bc19d,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,127,Dinner,2026-02-08,2026-03-24 15:40:06.105203+00
7b849f51-3253-4268-aca4-4b03a0282fb5,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-16,2026-03-24 15:48:21.825061+00
7c47a26b-2ead-434d-a118-7ef494f05a13,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-27,2026-03-24 15:48:21.825061+00
7c4f1e50-03aa-4b19-94a4-223382247de1,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,160,Dinner,2025-12-04,2026-03-24 15:40:06.105203+00
7c6b8fa9-dd1f-4428-a918-915693001b13,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,43,Auto,2025-11-02,2026-03-24 15:39:33.088394+00
7cd3dc68-05e4-47e5-a2a2-2811da140ba9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-11,2026-03-24 15:47:43.914809+00
7d061de0-f8ea-4756-adf3-094c62a0a684,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,87,Dinner,2025-10-08,2026-03-24 15:40:06.105203+00
7e85dda7-59c1-49e9-b176-84021770dab1,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,59,Auto,2025-10-30,2026-03-24 15:39:33.088394+00
7f979ee6-0893-4427-8c5a-01b8ff5d1ce9,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2026-01-19,2026-03-24 15:48:21.825061+00
7ffdf4e7-7a64-4366-9475-c05e22f74594,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,44,Auto,2025-12-22,2026-03-24 15:39:33.088394+00
81c67f58-effc-4a60-8535-0b9000be9d18,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,100,Auto,2025-12-24,2026-03-24 15:47:43.914809+00
81d720b2-3ef7-4583-9133-fbfc83f5791b,8fda9f64-eb6d-4edf-96f2-0e92076e1607,9d500dc7-0fc5-47b5-bf3b-1d5f57982793,46,Auto,2025-10-12,2026-03-24 15:39:33.088394+00
82b355d0-21f2-49e1-86c1-ac76edc58453,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,276,Dinner,2025-10-20,2026-03-24 15:40:06.105203+00
82f26f3c-9706-427c-ad51-caa648b1cfa7,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,90,Snacks,2025-11-02,2026-03-24 15:31:22.708467+00
83a51a1f-c874-4b1d-b435-f193a7f34688,8fda9f64-eb6d-4edf-96f2-0e92076e1607,dfe79feb-8e63-4016-9994-706f81570549,168,Dinner,2026-02-21,2026-03-24 15:40:06.105203+00
